Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,avg_temp
Ecuador,Plantains,2011,51321,2274.0,21.78
Ecuador,Plantains,2011,51321,2274.0,17.42
Ecuador,Plantains,2011,51321,2274.0,22.11
Ecuador,Potatoes,2011,77752,2274.0,21.78
Ecuador,Potatoes,2011,77752,2274.0,17.42
Ecuador,Potatoes,2011,77752,2274.0,22.11
Ecuador,Rice,2011,44792,2274.0,21.78
Ecuador,Rice,2011,44792,2274.0,17.42
Ecuador,Rice,2011,44792,2274.0,22.11
Ecuador,Sorghum,2011,15838,2274.0,21.78
Ecuador,Sorghum,2011,15838,2274.0,17.42
Ecuador,Sorghum,2011,15838,2274.0,22.11
Ecuador,Soybeans,2011,16250,2274.0,21.78
Ecuador,Soybeans,2011,16250,2274.0,17.42
Ecuador,Soybeans,2011,16250,2274.0,22.11
Ecuador,Sweet potatoes,2011,19113,2274.0,21.78
Ecuador,Sweet potatoes,2011,19113,2274.0,17.42
Ecuador,Sweet potatoes,2011,19113,2274.0,22.11
Ecuador,Wheat,2011,9249,2274.0,21.78
Ecuador,Wheat,2011,9249,2274.0,17.42
Ecuador,Wheat,2011,9249,2274.0,22.11
Ecuador,Cassava,2012,45419,2274.0,21.86
Ecuador,Cassava,2012,45419,2274.0,17.46
Ecuador,Cassava,2012,45419,2274.0,22.16
Ecuador,Maize,2012,27324,2274.0,21.86
Ecuador,Maize,2012,27324,2274.0,17.46
Ecuador,Maize,2012,27324,2274.0,22.16
Ecuador,Plantains,2012,60942,2274.0,21.86
Ecuador,Plantains,2012,60942,2274.0,17.46
Ecuador,Plantains,2012,60942,2274.0,22.16
Ecuador,Potatoes,2012,83078,2274.0,21.86
Ecuador,Potatoes,2012,83078,2274.0,17.46
Ecuador,Potatoes,2012,83078,2274.0,22.16
Ecuador,Rice,2012,42178,2274.0,21.86
Ecuador,Rice,2012,42178,2274.0,17.46
Ecuador,Rice,2012,42178,2274.0,22.16
Ecuador,Sorghum,2012,15667,2274.0,21.86
Ecuador,Sorghum,2012,15667,2274.0,17.46
Ecuador,Sorghum,2012,15667,2274.0,22.16
Ecuador,Soybeans,2012,16923,2274.0,21.86
Ecuador,Soybeans,2012,16923,2274.0,17.46
Ecuador,Soybeans,2012,16923,2274.0,22.16
Ecuador,Sweet potatoes,2012,19575,2274.0,21.86
Ecuador,Sweet potatoes,2012,19575,2274.0,17.46
Ecuador,Sweet potatoes,2012,19575,2274.0,22.16
Ecuador,Wheat,2012,7995,2274.0,21.86
Ecuador,Wheat,2012,7995,2274.0,17.46
Ecuador,Wheat,2012,7995,2274.0,22.16
Ecuador,Cassava,2013,25112,2274.0,21.69
Ecuador,Cassava,2013,25112,2274.0,17.28
Ecuador,Cassava,2013,25112,2274.0,21.94
Ecuador,Maize,2013,23702,2274.0,21.69
Ecuador,Maize,2013,23702,2274.0,17.28
Ecuador,Maize,2013,23702,2274.0,21.94
Ecuador,Plantains,2013,49591,2274.0,21.69
Ecuador,Plantains,2013,49591,2274.0,17.28
Ecuador,Plantains,2013,49591,2274.0,21.94
Ecuador,Potatoes,2013,73131,2274.0,21.69
Ecuador,Potatoes,2013,73131,2274.0,17.28
Ecuador,Potatoes,2013,73131,2274.0,21.94
Ecuador,Rice,2013,38210,2274.0,21.69
Ecuador,Rice,2013,38210,2274.0,17.28
Ecuador,Rice,2013,38210,2274.0,21.94
Ecuador,Sorghum,2013,15608,2274.0,21.69
Ecuador,Sorghum,2013,15608,2274.0,17.28
Ecuador,Sorghum,2013,15608,2274.0,21.94
Ecuador,Soybeans,2013,16585,2274.0,21.69
Ecuador,Soybeans,2013,16585,2274.0,17.28
Ecuador,Soybeans,2013,16585,2274.0,21.94
Ecuador,Sweet potatoes,2013,19113,2274.0,21.69
Ecuador,Sweet potatoes,2013,19113,2274.0,17.28
Ecuador,Sweet potatoes,2013,19113,2274.0,21.94
Ecuador,Wheat,2013,7064,2274.0,21.69
Ecuador,Wheat,2013,7064,2274.0,17.28
Ecuador,Wheat,2013,7064,2274.0,21.94
Egypt,Maize,2000,76800,51.0,20.74
Egypt,Maize,2000,76800,51.0,21.49
Egypt,Rice,2000,91025,51.0,20.74
Egypt,Rice,2000,91025,51.0,21.49
Egypt,Sorghum,2000,57885,51.0,20.74
Egypt,Sorghum,2000,57885,51.0,21.49
Egypt,Soybeans,2000,27199,51.0,20.74
Egypt,Soybeans,2000,27199,51.0,21.49
Egypt,Wheat,2000,63422,51.0,20.74
Egypt,Wheat,2000,63422,51.0,21.49
Egypt,Maize,2001,69798,51.0,21.45
Egypt,Maize,2001,69798,51.0,22.33
Egypt,Rice,2001,92833,51.0,21.45
Egypt,Rice,2001,92833,51.0,22.33
Egypt,Sorghum,2001,57964,51.0,21.45
Egypt,Sorghum,2001,57964,51.0,22.33
Egypt,Soybeans,2001,27922,51.0,21.45
Egypt,Soybeans,2001,27922,51.0,22.33
Egypt,Wheat,2001,63580,51.0,21.45
Egypt,Wheat,2001,63580,51.0,22.33
Egypt,Maize,2002,77656,51.0,21.46
Egypt,Maize,2002,77656,51.0,22.41
Egypt,Rice,2002,93889,51.0,21.46
Egypt,Rice,2002,93889,51.0,22.41
Egypt,Sorghum,2002,57756,51.0,21.46
Egypt,Sorghum,2002,57756,51.0,22.41
Egypt,Soybeans,2002,29904,51.0,21.46
Egypt,Soybeans,2002,29904,51.0,22.41
Egypt,Wheat,2002,64345,51.0,21.46
Egypt,Wheat,2002,64345,51.0,22.41
Egypt,Maize,2004,79087,51.0,21.06
Egypt,Maize,2004,79087,51.0,22.08
Egypt,Rice,2004,98384,51.0,21.06
Egypt,Rice,2004,98384,51.0,22.08
Egypt,Sorghum,2004,56674,51.0,21.06
Egypt,Sorghum,2004,56674,51.0,22.08
Egypt,Soybeans,2004,30266,51.0,21.06
Egypt,Soybeans,2004,30266,51.0,22.08
Egypt,Wheat,2004,65567,51.0,21.06
Egypt,Wheat,2004,65567,51.0,22.08
Egypt,Maize,2005,81607,51.0,21.08
Egypt,Maize,2005,81607,51.0,22.01
Egypt,Rice,2005,99874,51.0,21.08
Egypt,Rice,2005,99874,51.0,22.01
Egypt,Sorghum,2005,56118,51.0,21.08
Egypt,Sorghum,2005,56118,51.0,22.01
Egypt,Soybeans,2005,34000,51.0,21.08
Egypt,Soybeans,2005,34000,51.0,22.01
Egypt,Sweet potatoes,2005,175000,51.0,21.08
Egypt,Sweet potatoes,2005,175000,51.0,22.01
Egypt,Wheat,2005,64929,51.0,21.08
Egypt,Wheat,2005,64929,51.0,22.01
Egypt,Maize,2006,83705,51.0,21.15
Egypt,Maize,2006,83705,51.0,22.05
Egypt,Rice,2006,100750,51.0,21.15
Egypt,Rice,2006,100750,51.0,22.05
Egypt,Sorghum,2006,56859,51.0,21.15
Egypt,Sorghum,2006,56859,51.0,22.05
Egypt,Soybeans,2006,30817,51.0,21.15
Egypt,Soybeans,2006,30817,51.0,22.05
Egypt,Sweet potatoes,2006,119702,51.0,21.15
Egypt,Sweet potatoes,2006,119702,51.0,22.05
Egypt,Wheat,2006,64303,51.0,21.15
Egypt,Wheat,2006,64303,51.0,22.05
Egypt,Maize,2007,80463,51.0,21.51
Egypt,Maize,2007,80463,51.0,22.36
Egypt,Rice,2007,97675,51.0,21.51
Egypt,Rice,2007,97675,51.0,22.36
Egypt,Sorghum,2007,56763,51.0,21.51
Egypt,Sorghum,2007,56763,51.0,22.36
Egypt,Soybeans,2007,32880,51.0,21.51
Egypt,Soybeans,2007,32880,51.0,22.36
Egypt,Wheat,2007,64673,51.0,21.51
Egypt,Wheat,2007,64673,51.0,22.36
Egypt,Maize,2008,79053,51.0,21.74
Egypt,Maize,2008,79053,51.0,22.64
Egypt,Rice,2008,97349,51.0,21.74
Egypt,Rice,2008,97349,51.0,22.64
Egypt,Sorghum,2008,56258,51.0,21.74
Egypt,Sorghum,2008,56258,51.0,22.64
Egypt,Soybeans,2008,33601,51.0,21.74
Egypt,Soybeans,2008,33601,51.0,22.64
Egypt,Wheat,2008,65031,51.0,21.74
Egypt,Wheat,2008,65031,51.0,22.64
Egypt,Maize,2009,78184,51.0,21.67
Egypt,Maize,2009,78184,51.0,22.63
Egypt,Rice,2009,95930,51.0,21.67
Egypt,Rice,2009,95930,51.0,22.63
Egypt,Sorghum,2009,55287,51.0,21.67
Egypt,Sorghum,2009,55287,51.0,22.63
Egypt,Soybeans,2009,31252,51.0,21.67
Egypt,Soybeans,2009,31252,51.0,22.63
Egypt,Wheat,2009,63829,51.0,21.67
Egypt,Wheat,2009,63829,51.0,22.63
Egypt,Maize,2010,72700,51.0,22.46
Egypt,Maize,2010,72700,51.0,23.72
Egypt,Rice,2010,94217,51.0,22.46
Egypt,Rice,2010,94217,51.0,23.72
Egypt,Sorghum,2010,50060,51.0,22.46
Egypt,Sorghum,2010,50060,51.0,23.72
Egypt,Soybeans,2010,28453,51.0,22.46
Egypt,Soybeans,2010,28453,51.0,23.72
Egypt,Wheat,2010,55741,51.0,22.46
Egypt,Wheat,2010,55741,51.0,23.72
Egypt,Maize,2011,77409,51.0,21.18
Egypt,Maize,2011,77409,51.0,21.99
Egypt,Rice,2011,95670,51.0,21.18
Egypt,Rice,2011,95670,51.0,21.99
Egypt,Sorghum,2011,53457,51.0,21.18
Egypt,Sorghum,2011,53457,51.0,21.99
Egypt,Soybeans,2011,31195,51.0,21.18
Egypt,Soybeans,2011,31195,51.0,21.99
Egypt,Wheat,2011,65428,51.0,21.18
Egypt,Wheat,2011,65428,51.0,21.99
Egypt,Maize,2012,77723,51.0,21.55
Egypt,Maize,2012,77723,51.0,22.48
Egypt,Rice,2012,95296,51.0,21.55
Egypt,Rice,2012,95296,51.0,22.48
Egypt,Sorghum,2012,53034,51.0,21.55
Egypt,Sorghum,2012,53034,51.0,22.48
Egypt,Soybeans,2012,36186,51.0,21.55
Egypt,Soybeans,2012,36186,51.0,22.48
Egypt,Wheat,2012,65823,51.0,21.55
Egypt,Wheat,2012,65823,51.0,22.48
Egypt,Maize,2013,77223,51.0,21.44
Egypt,Maize,2013,77223,51.0,22.91
Egypt,Rice,2013,95865,51.0,21.44
Egypt,Rice,2013,95865,51.0,22.91
Egypt,Sorghum,2013,53777,51.0,21.44
Egypt,Sorghum,2013,53777,51.0,22.91
Egypt,Soybeans,2013,34767,51.0,21.44
Egypt,Soybeans,2013,34767,51.0,22.91
Egypt,Wheat,2013,66682,51.0,21.44
Egypt,Wheat,2013,66682,51.0,22.91
El Salvador,Cassava,2000,123479,1784.0,25.78
El Salvador,Maize,2000,22475,1784.0,25.78
El Salvador,Rice,2000,57884,1784.0,25.78
El Salvador,Sorghum,2000,15855,1784.0,25.78
El Salvador,Soybeans,2000,22727,1784.0,25.78
El Salvador,Sweet potatoes,2000,63105,1784.0,25.78
El Salvador,Cassava,2001,124794,1784.0,25.92
El Salvador,Maize,2001,19431,1784.0,25.92
El Salvador,Potatoes,2001,229878,1784.0,25.92
El Salvador,Rice,2001,60284,1784.0,25.92
El Salvador,Sorghum,2001,15445,1784.0,25.92
El Salvador,Soybeans,2001,22241,1784.0,25.92
El Salvador,Sweet potatoes,2001,62931,1784.0,25.92
El Salvador,Cassava,2002,128120,1784.0,26.12
El Salvador,Maize,2002,26041,1784.0,26.12
El Salvador,Rice,2002,59384,1784.0,26.12
El Salvador,Sorghum,2002,18428,1784.0,26.12
El Salvador,Soybeans,2002,21732,1784.0,26.12
El Salvador,Sweet potatoes,2002,62852,1784.0,26.12
El Salvador,Cassava,2004,100819,1784.0,26.2
El Salvador,Maize,2004,27641,1784.0,26.2
El Salvador,Rice,2004,66430,1784.0,26.2
El Salvador,Sorghum,2004,15999,1784.0,26.2
El Salvador,Soybeans,2004,20409,1784.0,26.2
El Salvador,Sweet potatoes,2004,62585,1784.0,26.2
El Salvador,Cassava,2005,125043,1784.0,26.07
El Salvador,Maize,2005,29434,1784.0,26.07
El Salvador,Potatoes,2005,221220,1784.0,26.07
El Salvador,Rice,2005,72118,1784.0,26.07
El Salvador,Sorghum,2005,15859,1784.0,26.07
El Salvador,Soybeans,2005,20768,1784.0,26.07
El Salvador,Sweet potatoes,2005,62409,1784.0,26.07
El Salvador,Cassava,2006,125016,1784.0,26.14
El Salvador,Maize,2006,30794,1784.0,26.14
El Salvador,Potatoes,2006,220517,1784.0,26.14
El Salvador,Rice,2006,73941,1784.0,26.14
El Salvador,Sorghum,2006,18397,1784.0,26.14
El Salvador,Soybeans,2006,20383,1784.0,26.14
El Salvador,Sweet potatoes,2006,62251,1784.0,26.14
El Salvador,Cassava,2007,128870,1784.0,26.02
El Salvador,Maize,2007,29107,1784.0,26.02
El Salvador,Potatoes,2007,218481,1784.0,26.02
El Salvador,Rice,2007,74651,1784.0,26.02
El Salvador,Sorghum,2007,15307,1784.0,26.02
El Salvador,Soybeans,2007,19348,1784.0,26.02
El Salvador,Sweet potatoes,2007,63889,1784.0,26.02
El Salvador,Cassava,2008,128900,1784.0,25.71
El Salvador,Maize,2008,33895,1784.0,25.71
El Salvador,Potatoes,2008,218555,1784.0,25.71
El Salvador,Rice,2008,79373,1784.0,25.71
El Salvador,Sorghum,2008,13899,1784.0,25.71
El Salvador,Soybeans,2008,19279,1784.0,25.71
El Salvador,Sweet potatoes,2008,61614,1784.0,25.71
El Salvador,Cassava,2009,125022,1784.0,26.21
El Salvador,Maize,2009,30041,1784.0,26.21
El Salvador,Rice,2009,69016,1784.0,26.21
El Salvador,Sorghum,2009,17133,1784.0,26.21
El Salvador,Soybeans,2009,19172,1784.0,26.21
El Salvador,Sweet potatoes,2009,61191,1784.0,26.21
El Salvador,Cassava,2010,124843,1784.0,25.96
El Salvador,Maize,2010,30253,1784.0,25.96
El Salvador,Plantains,2010,221778,1784.0,25.96
El Salvador,Rice,2010,70136,1784.0,25.96
El Salvador,Sorghum,2010,17201,1784.0,25.96
El Salvador,Soybeans,2010,18000,1784.0,25.96
El Salvador,Sweet potatoes,2010,60767,1784.0,25.96
El Salvador,Cassava,2011,145719,1784.0,25.95
El Salvador,Maize,2011,28181,1784.0,25.95
El Salvador,Plantains,2011,111171,1784.0,25.95
El Salvador,Potatoes,2011,196316,1784.0,25.95
El Salvador,Rice,2011,54783,1784.0,25.95
El Salvador,Sorghum,2011,14534,1784.0,25.95
El Salvador,Soybeans,2011,19222,1784.0,25.95
El Salvador,Sweet potatoes,2011,60343,1784.0,25.95
El Salvador,Cassava,2012,115775,1784.0,26.04
El Salvador,Maize,2012,32580,1784.0,26.04
El Salvador,Plantains,2012,143831,1784.0,26.04
El Salvador,Rice,2012,63968,1784.0,26.04
El Salvador,Sorghum,2012,13204,1784.0,26.04
El Salvador,Soybeans,2012,19231,1784.0,26.04
El Salvador,Sweet potatoes,2012,58333,1784.0,26.04
El Salvador,Cassava,2013,154928,1784.0,26.36
El Salvador,Maize,2013,29461,1784.0,26.36
El Salvador,Plantains,2013,153680,1784.0,26.36
El Salvador,Rice,2013,61615,1784.0,26.36
El Salvador,Sorghum,2013,16633,1784.0,26.36
El Salvador,Soybeans,2013,19231,1784.0,26.36
El Salvador,Sweet potatoes,2013,58333,1784.0,26.36
Eritrea,Maize,2000,2358,383.0,24.76
Eritrea,Potatoes,2000,70012,383.0,24.76
Eritrea,Sorghum,2000,4118,383.0,24.76
Eritrea,Wheat,2000,5943,383.0,24.76
Eritrea,Maize,2001,7851,383.0,24.61
Eritrea,Potatoes,2001,58050,383.0,24.61
Eritrea,Sorghum,2001,4750,383.0,24.61
Eritrea,Wheat,2001,11658,383.0,24.61
Eritrea,Maize,2002,2076,383.0,24.86
Eritrea,Potatoes,2002,61120,383.0,24.86
Eritrea,Sorghum,2002,1562,383.0,24.86
Eritrea,Wheat,2002,1706,383.0,24.86
Eritrea,Maize,2004,2409,383.0,24.79
Eritrea,Potatoes,2004,64000,383.0,24.79
Eritrea,Sorghum,2004,2680,383.0,24.79
Eritrea,Wheat,2004,2980,383.0,24.79
Eritrea,Maize,2005,4906,383.0,24.85
Eritrea,Potatoes,2005,79311,383.0,24.85
Eritrea,Sorghum,2005,7907,383.0,24.85
Eritrea,Wheat,2005,11565,383.0,24.85
Eritrea,Maize,2006,9755,383.0,24.7
Eritrea,Potatoes,2006,78493,383.0,24.7
Eritrea,Sorghum,2006,7928,383.0,24.7
Eritrea,Wheat,2006,11604,383.0,24.7
Eritrea,Maize,2007,8321,383.0,24.7
Eritrea,Potatoes,2007,24508,383.0,24.7
Eritrea,Sorghum,2007,10693,383.0,24.7
Eritrea,Wheat,2007,8395,383.0,24.7
Eritrea,Maize,2008,2123,383.0,24.79
Eritrea,Potatoes,2008,8406,383.0,24.79
Eritrea,Sorghum,2008,2727,383.0,24.79
Eritrea,Wheat,2008,3307,383.0,24.79
Eritrea,Maize,2009,8689,383.0,25.3
Eritrea,Potatoes,2009,12000,383.0,25.3
Eritrea,Sorghum,2009,2358,383.0,25.3
Eritrea,Wheat,2009,10706,383.0,25.3
Eritrea,Maize,2010,9000,383.0,25.22
Eritrea,Potatoes,2010,15729,383.0,25.22
Eritrea,Sorghum,2010,1320,383.0,25.22
Eritrea,Wheat,2010,11786,383.0,25.22
Eritrea,Maize,2011,9524,383.0,24.78
Eritrea,Potatoes,2011,18180,383.0,24.78
Eritrea,Sorghum,2011,1124,383.0,24.78
Eritrea,Wheat,2011,11154,383.0,24.78
Eritrea,Maize,2012,10476,383.0,25.16
Eritrea,Potatoes,2012,14209,383.0,25.16
Eritrea,Sorghum,2012,1269,383.0,25.16
Eritrea,Wheat,2012,12692,383.0,25.16
Eritrea,Maize,2013,10000,383.0,25.87
Eritrea,Potatoes,2013,12819,383.0,25.87
Eritrea,Sorghum,2013,1200,383.0,25.87
Eritrea,Wheat,2013,12000,383.0,25.87
Estonia,Potatoes,2000,152654,626.0,7.12
Estonia,Wheat,2000,21285,626.0,7.12
Estonia,Potatoes,2001,155249,626.0,6.08
Estonia,Wheat,2001,22302,626.0,6.08
Estonia,Potatoes,2002,131599,626.0,6.34
Estonia,Wheat,2002,23025,626.0,6.34
Estonia,Potatoes,2004,103416,626.0,6.03
Estonia,Wheat,2004,25083,626.0,6.03
Estonia,Potatoes,2005,150277,626.0,6.04
Estonia,Wheat,2005,30818,626.0,6.04
Estonia,Potatoes,2006,132608,626.0,6.7
Estonia,Wheat,2006,24173,626.0,6.7
Estonia,Potatoes,2007,171977,626.0,6.97
Estonia,Wheat,2007,34746,626.0,6.97
Estonia,Potatoes,2008,142273,626.0,7.39
Estonia,Wheat,2008,31831,626.0,7.39
Estonia,Potatoes,2009,152752,626.0,6.14
Estonia,Wheat,2009,30146,626.0,6.14
Estonia,Potatoes,2010,174562,626.0,5.06
Estonia,Wheat,2010,27440,626.0,5.06
Estonia,Potatoes,2011,178361,626.0,6.98
Estonia,Wheat,2011,28065,626.0,6.98
Estonia,Potatoes,2012,182175,626.0,5.57
Estonia,Wheat,2012,38994,626.0,5.57
Estonia,Potatoes,2013,193558,626.0,7.28
Estonia,Wheat,2013,32754,626.0,7.28
Finland,Wheat,2000,36007,536.0,6.57
Finland,Wheat,2001,33811,536.0,5.35
Finland,Wheat,2002,32585,536.0,5.54
Finland,Potatoes,2004,226886,536.0,5.4
Finland,Wheat,2004,34738,536.0,5.4
Finland,Wheat,2005,37304,536.0,5.8
Finland,Potatoes,2006,205607,536.0,5.91
Finland,Wheat,2006,35575,536.0,5.91
Finland,Wheat,2007,39329,536.0,6.23
Finland,Wheat,2008,36408,536.0,6.77
Finland,Wheat,2009,41027,536.0,5.49
Finland,Wheat,2010,34299,536.0,4.36
Finland,Wheat,2011,38469,536.0,6.38
Finland,Wheat,2012,39028,536.0,5.12
Finland,Wheat,2013,38215,536.0,6.17
France,Maize,2000,90766,867.0,11.74
France,Rice,2000,58358,867.0,11.74
France,Sorghum,2000,62275,867.0,11.74
France,Soybeans,2000,25875,867.0,11.74
France,Wheat,2000,71175,867.0,11.74
France,Maize,2001,85711,867.0,11.37
France,Rice,2001,53603,867.0,11.37
France,Sorghum,2001,58761,867.0,11.37
France,Soybeans,2001,25617,867.0,11.37
France,Wheat,2001,66169,867.0,11.37
France,Maize,2002,89751,867.0,11.87
France,Rice,2002,56910,867.0,11.87
France,Sorghum,2002,64431,867.0,11.87
France,Soybeans,2002,27899,867.0,11.87
France,Wheat,2002,74455,867.0,11.87
France,Maize,2004,89907,867.0,11.34
France,Rice,2004,57098,867.0,11.34
France,Sorghum,2004,53484,867.0,11.34
France,Soybeans,2004,25104,867.0,11.34
France,Wheat,2004,75788,867.0,11.34
France,Maize,2005,82539,867.0,11.55
France,Rice,2005,57314,867.0,11.55
France,Sorghum,2005,51495,867.0,11.55
France,Soybeans,2005,24837,867.0,11.55
France,Wheat,2005,69887,867.0,11.55
France,Maize,2006,85818,867.0,11.79
France,Rice,2006,54756,867.0,11.79
France,Sorghum,2006,55127,867.0,11.79
France,Soybeans,2006,27173,867.0,11.79
France,Wheat,2006,67414,867.0,11.79
France,Maize,2007,94821,867.0,11.75
France,Rice,2007,46354,867.0,11.75
France,Sorghum,2007,58655,867.0,11.75
France,Soybeans,2007,25991,867.0,11.75
France,Wheat,2007,62542,867.0,11.75
France,Maize,2008,91258,867.0,11.28
France,Rice,2008,57599,867.0,11.28
France,Sorghum,2008,62159,867.0,11.28
France,Soybeans,2008,28986,867.0,11.28
France,Wheat,2008,71018,867.0,11.28
France,Maize,2009,88934,867.0,11.46
France,Rice,2009,57406,867.0,11.46
France,Sorghum,2009,53928,867.0,11.46
France,Soybeans,2009,25109,867.0,11.46
France,Wheat,2009,74478,867.0,11.46
France,Maize,2010,88299,867.0,10.41
France,Rice,2010,50432,867.0,10.41
France,Sorghum,2010,55112,867.0,10.41
France,Soybeans,2010,27495,867.0,10.41
France,Wheat,2010,70405,867.0,10.41
France,Maize,2011,99668,867.0,12.33
France,Rice,2011,56263,867.0,12.33
France,Sorghum,2011,64627,867.0,12.33
France,Soybeans,2011,29473,867.0,12.33
France,Wheat,2011,66563,867.0,12.33
France,Maize,2012,90024,867.0,11.22
France,Rice,2012,55947,867.0,11.22
France,Sorghum,2012,56861,867.0,11.22
France,Soybeans,2012,27815,867.0,11.22
France,Wheat,2012,71512,867.0,11.22
France,Maize,2013,81592,867.0,11.01
France,Rice,2013,39400,867.0,11.01
France,Sorghum,2013,54344,867.0,11.01
France,Soybeans,2013,25599,867.0,11.01
France,Wheat,2013,72656,867.0,11.01
Germany,Maize,2000,92119,700.0,10.96
Germany,Maize,2000,92119,700.0,10.12
Germany,Maize,2000,92119,700.0,6.33
Germany,Soybeans,2000,20000,700.0,10.96
Germany,Soybeans,2000,20000,700.0,10.12
Germany,Soybeans,2000,20000,700.0,6.33
Germany,Wheat,2000,72826,700.0,10.96
Germany,Wheat,2000,72826,700.0,10.12
Germany,Wheat,2000,72826,700.0,6.33
Germany,Maize,2001,88376,700.0,9.69
Germany,Maize,2001,88376,700.0,9.19
Germany,Maize,2001,88376,700.0,5.59
Germany,Soybeans,2001,19584,700.0,9.69
Germany,Soybeans,2001,19584,700.0,9.19
Germany,Soybeans,2001,19584,700.0,5.59
Germany,Wheat,2001,78827,700.0,9.69
Germany,Wheat,2001,78827,700.0,9.19
Germany,Wheat,2001,78827,700.0,5.59
Germany,Maize,2002,93755,700.0,10.26
Germany,Maize,2002,93755,700.0,9.86
Germany,Maize,2002,93755,700.0,6.26
Germany,Soybeans,2002,15337,700.0,10.26
Germany,Soybeans,2002,15337,700.0,9.86
Germany,Soybeans,2002,15337,700.0,6.26
Germany,Wheat,2002,69056,700.0,10.26
Germany,Wheat,2002,69056,700.0,9.86
Germany,Wheat,2002,69056,700.0,6.26
Germany,Maize,2004,90966,700.0,9.82
Germany,Maize,2004,90966,700.0,9.48
Germany,Maize,2004,90966,700.0,5.43
Germany,Wheat,2004,81716,700.0,9.82
Germany,Wheat,2004,81716,700.0,9.48
Germany,Wheat,2004,81716,700.0,5.43
Germany,Maize,2005,92139,700.0,9.92
Germany,Maize,2005,92139,700.0,9.58
Germany,Maize,2005,92139,700.0,5.01
Germany,Wheat,2005,74651,700.0,9.92
Germany,Wheat,2005,74651,700.0,9.58
Germany,Wheat,2005,74651,700.0,5.01
Germany,Maize,2006,80307,700.0,10.55
Germany,Maize,2006,80307,700.0,10.15
Germany,Maize,2006,80307,700.0,5.94
Germany,Soybeans,2006,10000,700.0,10.55
Germany,Soybeans,2006,10000,700.0,10.15
Germany,Soybeans,2006,10000,700.0,5.94
Germany,Wheat,2006,72007,700.0,10.55
Germany,Wheat,2006,72007,700.0,10.15
Germany,Wheat,2006,72007,700.0,5.94
Germany,Maize,2007,94475,700.0,10.88
Germany,Maize,2007,94475,700.0,10.37
Germany,Maize,2007,94475,700.0,6.28
Germany,Soybeans,2007,10000,700.0,10.88
Germany,Soybeans,2007,10000,700.0,10.37
Germany,Soybeans,2007,10000,700.0,6.28
Germany,Wheat,2007,69611,700.0,10.88
Germany,Wheat,2007,69611,700.0,10.37
Germany,Wheat,2007,69611,700.0,6.28
Germany,Maize,2008,98099,700.0,10.66
Germany,Maize,2008,98099,700.0,10.04
Germany,Maize,2008,98099,700.0,5.94
Germany,Soybeans,2008,10000,700.0,10.66
Germany,Soybeans,2008,10000,700.0,10.04
Germany,Soybeans,2008,10000,700.0,5.94
Germany,Wheat,2008,80873,700.0,10.66
Germany,Wheat,2008,80873,700.0,10.04
Germany,Wheat,2008,80873,700.0,5.94
Germany,Maize,2009,97500,700.0,10.06
Germany,Maize,2009,97500,700.0,9.61
Germany,Maize,2009,97500,700.0,5.89
Germany,Soybeans,2009,10000,700.0,10.06
Germany,Soybeans,2009,10000,700.0,9.61
Germany,Soybeans,2009,10000,700.0,5.89
Germany,Wheat,2009,78091,700.0,10.06
Germany,Wheat,2009,78091,700.0,9.61
Germany,Wheat,2009,78091,700.0,5.89
Germany,Maize,2010,90261,700.0,8.61
Germany,Maize,2010,90261,700.0,7.97
Germany,Maize,2010,90261,700.0,4.85
Germany,Soybeans,2010,20000,700.0,8.61
Germany,Soybeans,2010,20000,700.0,7.97
Germany,Soybeans,2010,20000,700.0,4.85
Germany,Wheat,2010,72120,700.0,8.61
Germany,Wheat,2010,72120,700.0,7.97
Germany,Wheat,2010,72120,700.0,4.85
Germany,Maize,2011,106243,700.0,10.56
Germany,Maize,2011,106243,700.0,9.73
Germany,Maize,2011,106243,700.0,6.56
Germany,Soybeans,2011,15000,700.0,10.56
Germany,Soybeans,2011,15000,700.0,9.73
Germany,Soybeans,2011,15000,700.0,6.56
Germany,Wheat,2011,70139,700.0,10.56
Germany,Wheat,2011,70139,700.0,9.73
Germany,Wheat,2011,70139,700.0,6.56
Germany,Maize,2012,104802,700.0,9.96
Germany,Maize,2012,104802,700.0,9.2
Germany,Maize,2012,104802,700.0,5.88
Germany,Soybeans,2012,20000,700.0,9.96
Germany,Soybeans,2012,20000,700.0,9.2
Germany,Soybeans,2012,20000,700.0,5.88
Germany,Wheat,2012,73312,700.0,9.96
Germany,Wheat,2012,73312,700.0,9.2
Germany,Wheat,2012,73312,700.0,5.88
Germany,Maize,2013,88276,700.0,10.12
Germany,Maize,2013,88276,700.0,9.17
Germany,Maize,2013,88276,700.0,6.0
Germany,Soybeans,2013,20000,700.0,10.12
Germany,Soybeans,2013,20000,700.0,9.17
Germany,Soybeans,2013,20000,700.0,6.0
Germany,Wheat,2013,79979,700.0,10.12
Germany,Wheat,2013,79979,700.0,9.17
Germany,Wheat,2013,79979,700.0,6.0
Ghana,Cassava,2000,122812,1187.0,26.83
Ghana,Maize,2000,14578,1187.0,26.83
Ghana,Plantains,2000,79071,1187.0,26.83
Ghana,Rice,2000,21589,1187.0,26.83
Ghana,Sorghum,2000,9692,1187.0,26.83
Ghana,Sweet potatoes,2000,13953,1187.0,26.83
